well,od,time
A 2,0.0445,43200.01
A 2,0.0449,44400.01
A 2,0.0448,45600.01
A 2,0.0452,46800.01
A 2,0.0447,48000.01
A 2,0.0439,49200.01
A 2,0.0444,50400.01
A 2,0.0440,51600.01
A 2,0.0435,52800.01
A 2,0.0431,54000.01
A 2,0.0429,55200.01
A 2,0.0429,56400.01
A 2,0.0429,57600.01
A 2,0.0423,58800.01
A 2,0.0422,60000.01
A 2,0.0421,61200.01
A 2,0.0412,62400.01
A 2,0.0412,63600.01
A 2,0.0406,64800.01
A 2,0.0398,66000.01
A 2,0.0392,67200.01
A 2,0.0388,68400.01
A 2,0.0385,69600.01
A 2,0.0391,70800.01
A 2,0.0389,72000.01
A 3,0.0480,0.03
A 3,0.0486,1200.03
A 3,0.0480,2400.03
A 3,0.0487,3600.03
A 3,0.0484,4800.03
A 3,0.0477,6000.03
A 3,0.0480,7200.03
A 3,0.0478,8400.03
A 3,0.0477,9600.03
A 3,0.0473,10800.03
A 3,0.0472,12000.03
A 3,0.0472,13200.03
A 3,0.0471,14400.03
A 3,0.0480,15600.03
A 3,0.0474,16800.03
A 3,0.0472,18000.03
A 3,0.0478,19200.03
A 3,0.0471,20400.03
A 3,0.0468,21600.03
A 3,0.0466,22800.03
A 3,0.0467,24000.03
A 3,0.0462,25200.03
A 3,0.0463,26400.03
A 3,0.0465,27600.03
A 3,0.0466,28800.03
A 3,0.0465,30000.03
A 3,0.0465,31200.03
A 3,0.0458,32400.03
A 3,0.0459,33600.03
A 3,0.0455,34800.03
A 3,0.0452,36000.03
A 3,0.0455,37200.03
A 3,0.0455,38400.03
A 3,0.0454,39600.03
A 3,0.0457,40800.03
A 3,0.0454,42000.03
A 3,0.0447,43200.03
A 3,0.0447,44400.03
A 3,0.0447,45600.03
A 3,0.0453,46800.03
A 3,0.0447,48000.03
A 3,0.0444,49200.03
A 3,0.0447,50400.03
A 3,0.0446,51600.03
A 3,0.0437,52800.03
A 3,0.0435,54000.03
A 3,0.0437,55200.03
A 3,0.0436,56400.03
A 3,0.0434,57600.03
A 3,0.0427,58800.03
A 3,0.0425,60000.03
A 3,0.0429,61200.03
A 3,0.0425,62400.03
A 3,0.0422,63600.03
A 3,0.0422,64800.03
A 3,0.0417,66000.03
A 3,0.0411,67200.03
A 3,0.0413,68400.03
A 3,0.0400,69600.03
A 3,0.0399,70800.03
A 3,0.0395,72000.03
A 4,0.0470,0.05
A 4,0.0467,1200.04
A 4,0.0464,2400.04
A 4,0.0472,3600.04
A 4,0.0469,4800.04
A 4,0.0465,6000.04
A 4,0.0470,7200.04
A 4,0.0468,8400.04
A 4,0.0466,9600.04
A 4,0.0462,10800.04
A 4,0.0460,12000.04
A 4,0.0465,13200.04
A 4,0.0460,14400.04
A 4,0.0464,15600.04
A 4,0.0462,16800.04
A 4,0.0458,18000.04
A 4,0.0468,19200.04
A 4,0.0462,20400.04
A 4,0.0458,21600.04
A 4,0.0461,22800.04
A 4,0.0457,24000.04
A 4,0.0456,25200.04
A 4,0.0452,26400.04
A 4,0.0453,27600.04
A 4,0.0455,28800.04
A 4,0.0454,30000.04
A 4,0.0452,31200.04
A 4,0.0451,32400.04
A 4,0.0446,33600.04
A 4,0.0449,34800.04
A 4,0.0451,36000.04
A 4,0.0446,37200.04
A 4,0.0450,38400.04
A 4,0.0449,39600.04
A 4,0.0451,40800.04
A 4,0.0446,42000.04
A 4,0.0446,43200.04
A 4,0.0444,44400.04
A 4,0.0439,45600.04
A 4,0.0443,46800.04
A 4,0.0437,48000.04
A 4,0.0434,49200.04
A 4,0.0435,50400.04
A 4,0.0433,51600.04
A 4,0.0429,52800.04
A 4,0.0431,54000.04
A 4,0.0428,55200.04
A 4,0.0426,56400.04
A 4,0.0428,57600.04
A 4,0.0421,58800.04
A 4,0.0422,60000.04
A 4,0.0417,61200.04
A 4,0.0415,62400.04
A 4,0.0414,63600.04
A 4,0.0412,64800.04
A 4,0.0411,66000.04
A 4,0.0407,67200.04
A 4,0.0406,68400.04
A 4,0.0398,69600.04
A 4,0.0395,70800.04
A 4,0.0388,72000.04
A 5,0.0480,0.07
A 5,0.0487,1200.06
A 5,0.0484,2400.06
A 5,0.0488,3600.06
A 5,0.0485,4800.06
A 5,0.0478,6000.06
A 5,0.0485,7200.06
A 5,0.0482,8400.06
A 5,0.0481,9600.06
A 5,0.0474,10800.06
A 5,0.0476,12000.06
A 5,0.0475,13200.06
A 5,0.0479,14400.06
A 5,0.0480,15600.06
A 5,0.0474,16800.06
A 5,0.0475,18000.06
A 5,0.0476,19200.06
A 5,0.0471,20400.06
A 5,0.0473,21600.06
A 5,0.0469,22800.06
A 5,0.0469,24000.06
A 5,0.0468,25200.06
A 5,0.0465,26400.06
A 5,0.0467,27600.06
A 5,0.0468,28800.06
A 5,0.0469,30000.06
A 5,0.0470,31200.06
A 5,0.0464,32400.06
A 5,0.0462,33600.06
A 5,0.0460,34800.06
A 5,0.0459,36000.06
A 5,0.0458,37200.06
A 5,0.0459,38400.06
A 5,0.0463,39600.06
A 5,0.0462,40800.06
A 5,0.0458,42000.06
A 5,0.0454,43200.06
A 5,0.0456,44400.06
A 5,0.0455,45600.06
A 5,0.0463,46800.06
A 5,0.0454,48000.06
A 5,0.0449,49200.06
A 5,0.0454,50400.06
A 5,0.0451,51600.06
A 5,0.0446,52800.06
A 5,0.0445,54000.06
A 5,0.0442,55200.06
A 5,0.0441,56400.06
A 5,0.0447,57600.06
A 5,0.0431,58800.06
A 5,0.0433,60000.06
A 5,0.0430,61200.06
A 5,0.0425,62400.06
A 5,0.0420,63600.06
A 5,0.0423,64800.06
A 5,0.0419,66000.06
A 5,0.0420,67200.06
A 5,0.0416,68400.06
A 5,0.0409,69600.06
A 5,0.0406,70800.06
A 5,0.0402,72000.06
A 6,0.0473,0.09
A 6,0.0496,1200.08
A 6,0.0496,2400.08
A 6,0.0499,3600.08
A 6,0.0496,4800.08
A 6,0.0495,6000.08
A 6,0.0496,7200.08
A 6,0.0495,8400.08
A 6,0.0492,9600.08
A 6,0.0488,10800.08
A 6,0.0492,12000.08
A 6,0.0489,13200.08
A 6,0.0487,14400.08
A 6,0.0491,15600.08
A 6,0.0487,16800.08
A 6,0.0484,18000.08
A 6,0.0484,19200.08
A 6,0.0485,20400.08
A 6,0.0480,21600.08
A 6,0.0483,22800.08
A 6,0.0478,24000.08
A 6,0.0484,25200.08
A 6,0.0480,26400.08
A 6,0.0481,27600.08
A 6,0.0478,28800.08
A 6,0.0481,30000.08
A 6,0.0486,31200.08
A 6,0.0480,32400.08
A 6,0.0472,33600.08
A 6,0.0476,34800.08
A 6,0.0469,36000.08
A 6,0.0473,37200.08
A 6,0.0474,38400.08
A 6,0.0473,39600.08
A 6,0.0476,40800.08
A 6,0.0468,42000.08
A 6,0.0464,43200.08
A 6,0.0468,44400.08
A 6,0.0465,45600.08
A 6,0.0466,46800.08
A 6,0.0468,48000.08
A 6,0.0456,49200.08
A 6,0.0460,50400.08
A 6,0.0463,51600.08
A 6,0.0457,52800.08
A 6,0.0454,54000.08
A 6,0.0451,55200.08
A 6,0.0457,56400.08
A 6,0.0455,57600.08
A 6,0.0446,58800.08
A 6,0.0450,60000.08
A 6,0.0442,61200.08
A 6,0.0444,62400.08
A 6,0.0440,63600.08
A 6,0.0440,64800.08
A 6,0.0434,66000.08
A 6,0.0434,67200.08
A 6,0.0429,68400.08
A 6,0.0420,69600.08
A 6,0.0415,70800.08
A 6,0.0417,72000.08
A 7,0.0471,0.10
A 7,0.0477,1200.10
A 7,0.0476,2400.10
A 7,0.0475,3600.10
A 7,0.0478,4800.10
A 7,0.0466,6000.10
A 7,0.0477,7200.10
A 7,0.0473,8400.10
A 7,0.0473,9600.10
A 7,0.0467,10800.10
A 7,0.0473,12000.10
A 7,0.0469,13200.10
A 7,0.0469,14400.10
A 7,0.0473,15600.10
A 7,0.0467,16800.10
A 7,0.0467,18000.10
A 7,0.0467,19200.10
A 7,0.0466,20400.10
A 7,0.0466,21600.10
A 7,0.0471,22800.10
A 7,0.0465,24000.10
A 7,0.0461,25200.10
A 7,0.0464,26400.10
A 7,0.0462,27600.10
A 7,0.0459,28800.10
A 7,0.0464,30000.10
A 7,0.0462,31200.10
A 7,0.0461,32400.10
A 7,0.0455,33600.10
A 7,0.0451,34800.10
A 7,0.0451,36000.10
A 7,0.0459,37200.10
A 7,0.0450,38400.10
A 7,0.0453,39600.10
A 7,0.0458,40800.10
A 7,0.0450,42000.10
A 7,0.0444,43200.10
A 7,0.0448,44400.10
A 7,0.0444,45600.10
A 7,0.0448,46800.10
A 7,0.0447,48000.10
A 7,0.0442,49200.10
A 7,0.0440,50400.10
A 7,0.0443,51600.10
A 7,0.0435,52800.10
A 7,0.0429,54000.10
A 7,0.0433,55200.10
A 7,0.0437,56400.10
A 7,0.0435,57600.10
A 7,0.0428,58800.10
A 7,0.0428,60000.10
A 7,0.0424,61200.10
A 7,0.0418,62400.10
A 7,0.0424,63600.10
A 7,0.0415,64800.10
A 7,0.0411,66000.10
A 7,0.0417,67200.10
A 7,0.0415,68400.10
A 7,0.0402,69600.10
A 7,0.0397,70800.10
A 7,0.0396,72000.10
A 8,0.0483,0.12
A 8,0.0487,1200.11
A 8,0.0478,2400.11
A 8,0.0486,3600.11
A 8,0.0490,4800.11
A 8,0.0478,6000.11
A 8,0.0487,7200.11
A 8,0.0479,8400.11
A 8,0.0481,9600.11
A 8,0.0475,10800.11
A 8,0.0476,12000.11
A 8,0.0475,13200.11
A 8,0.0470,14400.11
A 8,0.0473,15600.11
A 8,0.0472,16800.11
A 8,0.0470,18000.11
A 8,0.0474,19200.11
A 8,0.0471,20400.11
A 8,0.0469,21600.11
A 8,0.0473,22800.11
A 8,0.0468,24000.11
A 8,0.0465,25200.11
A 8,0.0465,26400.11
A 8,0.0465,27600.11
A 8,0.0464,28800.11
A 8,0.0462,30000.11
A 8,0.0467,31200.11
A 8,0.0463,32400.11
A 8,0.0457,33600.11
A 8,0.0461,34800.11
A 8,0.0450,36000.11
A 8,0.0456,37200.11
A 8,0.0456,38400.11
A 8,0.0460,39600.11
A 8,0.0459,40800.11
A 8,0.0457,42000.11
A 8,0.0451,43200.11
A 8,0.0450,44400.11
A 8,0.0446,45600.11
A 8,0.0451,46800.11
A 8,0.0450,48000.11
A 8,0.0441,49200.11
A 8,0.0447,50400.11
A 8,0.0445,51600.11
A 8,0.0439,52800.11
A 8,0.0436,54000.11
A 8,0.0430,55200.11
A 8,0.0437,56400.11
A 8,0.0435,57600.11
A 8,0.0432,58800.11
A 8,0.0425,60000.11
A 8,0.0425,61200.11
A 8,0.0425,62400.11
A 8,0.0418,63600.11
A 8,0.0416,64800.11
A 8,0.0416,66000.11
A 8,0.0413,67200.11
A 8,0.0407,68400.11
A 8,0.0397,69600.11
A 8,0.0393,70800.11
A 8,0.0391,72000.11
A 9,0.0474,0.14
A 9,0.0474,1200.13
A 9,0.0473,2400.13
A 9,0.0478,3600.13
A 9,0.0478,4800.13
A 9,0.0471,6000.13
A 9,0.0475,7200.13
A 9,0.0473,8400.13
A 9,0.0475,9600.13
A 9,0.0467,10800.13
A 9,0.0473,12000.13
A 9,0.0469,13200.13
A 9,0.0473,14400.13
A 9,0.0471,15600.13
A 9,0.0472,16800.13
A 9,0.0468,18000.13
A 9,0.0472,19200.13
A 9,0.0469,20400.13
A 9,0.0471,21600.13
A 9,0.0472,22800.13
A 9,0.0468,24000.13
A 9,0.0467,25200.13
A 9,0.0466,26400.13
A 9,0.0471,27600.13
A 9,0.0465,28800.13
A 9,0.0467,30000.13
A 9,0.0468,31200.13
A 9,0.0467,32400.13
A 9,0.0460,33600.13
A 9,0.0456,34800.13
A 9,0.0460,36000.13
A 9,0.0462,37200.13
A 9,0.0459,38400.13
A 9,0.0462,39600.13
A 9,0.0463,40800.13
A 9,0.0460,42000.13
A 9,0.0456,43200.13
A 9,0.0453,44400.13
A 9,0.0447,45600.13
A 9,0.0453,46800.13
A 9,0.0449,48000.13
A 9,0.0444,49200.13
A 9,0.0442,50400.13
A 9,0.0440,51600.13
A 9,0.0441,52800.13
A 9,0.0437,54000.13
A 9,0.0437,55200.13
A 9,0.0434,56400.13
A 9,0.0438,57600.13
A 9,0.0430,58800.13
A 9,0.0426,60000.13
A 9,0.0426,61200.13
A 9,0.0419,62400.13
A 9,0.0422,63600.13
A 9,0.0418,64800.13
A 9,0.0419,66000.13
A 9,0.0407,67200.13
A 9,0.0410,68400.13
A 9,0.0398,69600.13
A 9,0.0390,70800.13
A 9,0.0385,72000.13
A 10,0.0471,0.16
A 10,0.0475,1200.15
A 10,0.0467,2400.15
A 10,0.0471,3600.15
A 10,0.0467,4800.15
A 10,0.0466,6000.15
A 10,0.0473,7200.15
A 10,0.0467,8400.15
A 10,0.0472,9600.15
A 10,0.0465,10800.15
A 10,0.0463,12000.15
A 10,0.0465,13200.15
A 10,0.0465,14400.15
A 10,0.0460,15600.15
A 10,0.0464,16800.15
A 10,0.0461,18000.15
A 10,0.0461,19200.15
A 10,0.0459,20400.15
A 10,0.0461,21600.15
A 10,0.0466,22800.15
A 10,0.0457,24000.15
A 10,0.0457,25200.15
A 10,0.0456,26400.15
A 10,0.0454,27600.15
A 10,0.0451,28800.15
A 10,0.0457,30000.15
A 10,0.0459,31200.15
A 10,0.0451,32400.15
A 10,0.0446,33600.15
A 10,0.0448,34800.15
A 10,0.0442,36000.15
A 10,0.0451,37200.15
A 10,0.0451,38400.15
A 10,0.0448,39600.15
A 10,0.0452,40800.15
A 10,0.0452,42000.15
A 10,0.0447,43200.15
A 10,0.0438,44400.15
A 10,0.0439,45600.15
A 10,0.0446,46800.15
A 10,0.0440,48000.15
A 10,0.0432,49200.15
A 10,0.0437,50400.15
A 10,0.0440,51600.15
A 10,0.0435,52800.15
A 10,0.0426,54000.15
A 10,0.0427,55200.15
A 10,0.0431,56400.15
A 10,0.0430,57600.15
A 10,0.0422,58800.15
A 10,0.0422,60000.15
A 10,0.0420,61200.15
A 10,0.0418,62400.15
A 10,0.0414,63600.15
A 10,0.0405,64800.15
A 10,0.0403,66000.15
A 10,0.0396,67200.15
A 10,0.0393,68400.15
A 10,0.0380,69600.15
A 10,0.0383,70800.15
A 10,0.0389,72000.15
A 11,0.0459,0.18
A 11,0.0475,1200.17
A 11,0.0464,2400.17
A 11,0.0471,3600.17
A 11,0.0465,4800.17
A 11,0.0461,6000.17
A 11,0.0465,7200.17
A 11,0.0466,8400.17
A 11,0.0463,9600.17
A 11,0.0457,10800.17
A 11,0.0461,12000.17
A 11,0.0457,13200.17
A 11,0.0458,14400.17
A 11,0.0464,15600.17
A 11,0.0462,16800.17
A 11,0.0458,18000.17
A 11,0.0464,19200.17
A 11,0.0459,20400.17
A 11,0.0458,21600.17
A 11,0.0459,22800.17
A 11,0.0459,24000.17
A 11,0.0455,25200.17
A 11,0.0456,26400.17
A 11,0.0452,27600.17
A 11,0.0453,28800.17
A 11,0.0457,30000.17
A 11,0.0455,31200.17
A 11,0.0448,32400.17
A 11,0.0444,33600.17
A 11,0.0442,34800.17
A 11,0.0439,36000.17
A 11,0.0443,37200.17
A 11,0.0441,38400.17
A 11,0.0440,39600.17
A 11,0.0445,40800.17
A 11,0.0437,42000.17
A 11,0.0433,43200.17
A 11,0.0431,44400.17
A 11,0.0434,45600.17
A 11,0.0438,46800.17
A 11,0.0434,48000.17
A 11,0.0428,49200.17
A 11,0.0429,50400.17
A 11,0.0425,51600.17
A 11,0.0423,52800.17
A 11,0.0416,54000.17
A 11,0.0414,55200.17
A 11,0.0416,56400.17
A 11,0.0412,57600.17
A 11,0.0404,58800.17
A 11,0.0399,60000.17
A 11,0.0393,61200.17
A 11,0.0384,62400.17
A 11,0.0379,63600.17
A 11,0.0377,64800.17
A 11,0.0376,66000.17
A 11,0.0379,67200.17
A 11,0.0379,68400.17
A 11,0.0366,69600.17
A 11,0.0368,70800.17
A 11,0.0392,72000.17
A 12,0.0449,0.19
A 12,0.0462,1200.19
A 12,0.0459,2400.19
A 12,0.0465,3600.19
A 12,0.0461,4800.19
A 12,0.0455,6000.19
A 12,0.0463,7200.19
A 12,0.0466,8400.19
A 12,0.0460,9600.19
A 12,0.0453,10800.19
A 12,0.0460,12000.19
A 12,0.0458,13200.19
A 12,0.0457,14400.19
A 12,0.0456,15600.19
A 12,0.0449,16800.19
A 12,0.0454,18000.19
A 12,0.0462,19200.19
A 12,0.0451,20400.19
A 12,0.0449,21600.19
A 12,0.0449,22800.19
A 12,0.0445,24000.19
A 12,0.0444,25200.19
A 12,0.0443,26400.19
A 12,0.0446,27600.19
A 12,0.0439,28800.19
A 12,0.0444,30000.19
A 12,0.0446,31200.19
A 12,0.0438,32400.19
A 12,0.0434,33600.19
A 12,0.0435,34800.19
A 12,0.0427,36000.19
A 12,0.0425,37200.19
A 12,0.0427,38400.19
A 12,0.0418,39600.19
A 12,0.0422,40800.19
A 12,0.0415,42000.19
A 12,0.0412,43200.19
A 12,0.0406,44400.19
A 12,0.0404,45600.19
A 12,0.0407,46800.19
A 12,0.0397,48000.19
A 12,0.0387,49200.19
A 12,0.0383,50400.19
A 12,0.0381,51600.19
A 12,0.0370,52800.19
A 12,0.0373,54000.19
A 12,0.0373,55200.19
A 12,0.0377,56400.19
A 12,0.0384,57600.19
A 12,0.0392,58800.19
A 12,0.0400,60000.19
A 12,0.0411,61200.19
A 12,0.0419,62400.19
A 12,0.0419,63600.19
A 12,0.0431,64800.19
A 12,0.0467,66000.19
A 12,0.0472,67200.19
A 12,0.0475,68400.19
A 12,0.0469,69600.19
A 12,0.0470,70800.19
A 12,0.0473,72000.19
B 1,0.0465,0.82
B 1,0.0464,1200.81
B 1,0.0456,2400.81
B 1,0.0465,3600.81
B 1,0.0463,4800.81
B 1,0.0457,6000.81
B 1,0.0464,7200.81
B 1,0.0458,8400.81
B 1,0.0458,9600.81
B 1,0.0453,10800.81
B 1,0.0458,12000.81
B 1,0.0454,13200.81
B 1,0.0455,14400.81
B 1,0.0454,15600.81
B 1,0.0454,16800.81
B 1,0.0452,18000.81
B 1,0.0454,19200.81
B 1,0.0451,20400.81
B 1,0.0449,21600.81
B 1,0.0451,22800.81
B 1,0.0449,24000.81
B 1,0.0444,25200.81
B 1,0.0446,26400.81
B 1,0.0444,27600.81
B 1,0.0448,28800.81
B 1,0.0450,30000.81
B 1,0.0448,31200.81
B 1,0.0446,32400.81
B 1,0.0439,33600.81
B 1,0.0440,34800.81
B 1,0.0435,36000.81
B 1,0.0443,37200.81
B 1,0.0441,38400.81
B 1,0.0440,39600.81
B 1,0.0442,40800.81
B 1,0.0440,42000.81
B 1,0.0434,43200.81
B 1,0.0431,44400.81
B 1,0.0435,45600.81
B 1,0.0435,46800.81
B 1,0.0438,48000.81
B 1,0.0429,49200.81
B 1,0.0431,50400.81
B 1,0.0429,51600.81
B 1,0.0425,52800.81
B 1,0.0421,54000.81
B 1,0.0418,55200.81
B 1,0.0419,56400.81
B 1,0.0422,57600.81
B 1,0.0412,58800.81
B 1,0.0412,60000.81
B 1,0.0412,61200.81
B 1,0.0401,62400.81
B 1,0.0403,63600.81
B 1,0.0403,64800.81
B 1,0.0397,66000.81
B 1,0.0392,67200.81
B 1,0.0388,68400.81
B 1,0.0378,69600.81
B 1,0.0376,70800.81
B 1,0.0372,72000.81
B 2,0.0479,0.80
B 2,0.0475,1200.80
B 2,0.0473,2400.80
B 2,0.0478,3600.80
B 2,0.0475,4800.80
B 2,0.0472,6000.80
B 2,0.0478,7200.80
B 2,0.0476,8400.80
B 2,0.0475,9600.80
B 2,0.0464,10800.80
B 2,0.0472,12000.80
B 2,0.0470,13200.80
B 2,0.0466,14400.80
B 2,0.0474,15600.80
B 2,0.0465,16800.80
B 2,0.0471,18000.80
B 2,0.0472,19200.80
B 2,0.0467,20400.80
B 2,0.0467,21600.80
B 2,0.0470,22800.80
B 2,0.0467,24000.80
B 2,0.0469,25200.80
B 2,0.0466,26400.80
B 2,0.0468,27600.80
B 2,0.0465,28800.80
B 2,0.0470,30000.80
B 2,0.0468,31200.80
B 2,0.0471,32400.80
B 2,0.0465,33600.80
B 2,0.0461,34800.80
B 2,0.0460,36000.80
B 2,0.0463,37200.80
B 2,0.0463,38400.80
B 2,0.0465,39600.80
B 2,0.0463,40800.80
B 2,0.0463,42000.80
B 2,0.0454,43200.80
B 2,0.0454,44400.80
B 2,0.0455,45600.80
B 2,0.0457,46800.80
B 2,0.0456,48000.80
B 2,0.0453,49200.80
B 2,0.0454,50400.80
B 2,0.0451,51600.80
B 2,0.0452,52800.80
B 2,0.0448,54000.80
B 2,0.0450,55200.80
B 2,0.0457,56400.80
B 2,0.0450,57600.80
B 2,0.0450,58800.80
B 2,0.0444,60000.80
B 2,0.0444,61200.80
B 2,0.0440,62400.80
B 2,0.0440,63600.80
B 2,0.0445,64800.80
B 2,0.0444,66000.80
B 2,0.0442,67200.80
B 2,0.0442,68400.80
B 2,0.0434,69600.80
B 2,0.0436,70800.80
B 2,0.0430,72000.80
B 3,0.0482,0.78
B 3,0.0483,1200.78
B 3,0.0485,2400.78
B 3,0.0483,3600.78
B 3,0.0486,4800.78
B 3,0.0479,6000.78
B 3,0.0489,7200.78
B 3,0.0482,8400.78
B 3,0.0479,9600.78
B 3,0.0473,10800.78
B 3,0.0479,12000.78
B 3,0.0481,13200.78
B 3,0.0477,14400.78
B 3,0.0481,15600.78
B 3,0.0482,16800.78
B 3,0.0474,18000.78
B 3,0.0482,19200.78
B 3,0.0478,20400.78
B 3,0.0482,21600.78
B 3,0.0478,22800.78
B 3,0.0481,24000.78
B 3,0.0474,25200.78
B 3,0.0478,26400.78
B 3,0.0481,27600.78
B 3,0.0480,28800.78
B 3,0.0478,30000.78
B 3,0.0483,31200.78
B 3,0.0479,32400.78
B 3,0.0474,33600.78
B 3,0.0478,34800.78
B 3,0.0471,36000.78
B 3,0.0476,37200.78
B 3,0.0476,38400.78
B 3,0.0476,39600.78
B 3,0.0481,40800.78
B 3,0.0475,42000.78
B 3,0.0472,43200.78
B 3,0.0471,44400.78
B 3,0.0466,45600.78
B 3,0.0473,46800.78
B 3,0.0469,48000.78
B 3,0.0465,49200.78
B 3,0.0473,50400.78
B 3,0.0471,51600.78
B 3,0.0464,52800.78
B 3,0.0463,54000.78
B 3,0.0466,55200.78
B 3,0.0463,56400.78
B 3,0.0467,57600.78
B 3,0.0460,58800.78
B 3,0.0462,60000.78
B 3,0.0462,61200.78
B 3,0.0456,62400.78
B 3,0.0462,63600.78
B 3,0.0458,64800.78
B 3,0.0459,66000.78
B 3,0.0452,67200.78
B 3,0.0455,68400.78
B 3,0.0450,69600.78
B 3,0.0453,70800.78
B 3,0.0454,72000.78
B 4,0.0485,0.77
B 4,0.0487,1200.76
B 4,0.0480,2400.76
B 4,0.0485,3600.76
B 4,0.0483,4800.76
B 4,0.0478,6000.76
B 4,0.0487,7200.76
B 4,0.0485,8400.76
B 4,0.0481,9600.76
B 4,0.0478,10800.76
B 4,0.0478,12000.76
B 4,0.0482,13200.76
B 4,0.0478,14400.76
B 4,0.0478,15600.76
B 4,0.0476,16800.76
B 4,0.0479,18000.76
B 4,0.0484,19200.76
B 4,0.0476,20400.76
B 4,0.0481,21600.76
B 4,0.0480,22800.76
B 4,0.0484,24000.76
B 4,0.0478,25200.76
B 4,0.0481,26400.76
B 4,0.0484,27600.76
B 4,0.0484,28800.76
B 4,0.0480,30000.76
B 4,0.0486,31200.76
B 4,0.0479,32400.76
B 4,0.0478,33600.76
B 4,0.0474,34800.76
B 4,0.0476,36000.76
B 4,0.0475,37200.76
B 4,0.0481,38400.76
B 4,0.0473,39600.76
B 4,0.0481,40800.76
B 4,0.0479,42000.76
B 4,0.0476,43200.76
B 4,0.0477,44400.76
B 4,0.0470,45600.76
B 4,0.0473,46800.76
B 4,0.0474,48000.76
B 4,0.0467,49200.76
B 4,0.0470,50400.76
B 4,0.0468,51600.76
B 4,0.0472,52800.76
B 4,0.0465,54000.76
B 4,0.0471,55200.76
B 4,0.0470,56400.76
B 4,0.0468,57600.76
B 4,0.0458,58800.76
B 4,0.0462,60000.76
B 4,0.0461,61200.76
B 4,0.0460,62400.76
B 4,0.0462,63600.76
B 4,0.0463,64800.76
B 4,0.0460,66000.76
B 4,0.0459,67200.76
B 4,0.0463,68400.76
B 4,0.0457,69600.76
B 4,0.0454,70800.76
B 4,0.0458,72000.76
B 5,0.0478,0.75
B 5,0.0484,1200.74
B 5,0.0482,2400.74
B 5,0.0487,3600.74
B 5,0.0485,4800.74
B 5,0.0478,6000.74
B 5,0.0485,7200.74
B 5,0.0486,8400.74
B 5,0.0484,9600.74
B 5,0.0477,10800.74
B 5,0.0482,12000.74
B 5,0.0480,13200.74
B 5,0.0478,14400.74
B 5,0.0481,15600.74
B 5,0.0483,16800.74
B 5,0.0475,18000.74
B 5,0.0490,19200.74
B 5,0.0481,20400.74
B 5,0.0479,21600.74
B 5,0.0479,22800.74
B 5,0.0482,24000.74
B 5,0.0483,25200.74
B 5,0.0481,26400.74
B 5,0.0481,27600.74
