well,od,time
A 9,0.0379,68400.13
A 9,0.0374,69600.13
A 9,0.0380,70800.13
A 9,0.0381,72000.13
A 10,0.0908,0.16
A 10,0.0923,1200.15
A 10,0.0922,2400.15
A 10,0.0910,3600.15
A 10,0.0920,4800.15
A 10,0.0914,6000.15
A 10,0.0918,7200.15
A 10,0.0901,8400.15
A 10,0.0919,9600.15
A 10,0.0909,10800.15
A 10,0.0917,12000.15
A 10,0.0916,13200.15
A 10,0.0909,14400.15
A 10,0.0902,15600.15
A 10,0.0912,16800.15
A 10,0.0909,18000.15
A 10,0.0916,19200.15
A 10,0.0901,20400.15
A 10,0.0905,21600.15
A 10,0.0904,22800.15
A 10,0.0903,24000.15
A 10,0.0894,25200.15
A 10,0.0901,26400.15
A 10,0.0896,27600.15
A 10,0.0898,28800.15
A 10,0.0892,30000.15
A 10,0.0891,31200.15
A 10,0.0893,32400.15
A 10,0.0897,33600.15
A 10,0.0893,34800.15
A 10,0.0885,36000.15
A 10,0.0878,37200.15
A 10,0.0887,38400.15
A 10,0.0890,39600.15
A 10,0.0880,40800.15
A 10,0.0886,42000.15
A 10,0.0879,43200.15
A 10,0.0876,44400.15
A 10,0.0881,45600.15
A 10,0.0877,46800.15
A 10,0.0881,48000.15
A 10,0.0864,49200.15
A 10,0.0873,50400.15
A 10,0.0862,51600.15
A 10,0.0860,52800.15
A 10,0.0866,54000.15
A 10,0.0860,55200.15
A 10,0.0859,56400.15
A 10,0.0851,57600.15
A 10,0.0857,58800.15
A 10,0.0845,60000.15
A 10,0.0827,61200.15
A 10,0.0834,62400.15
A 10,0.0827,63600.15
A 10,0.0827,64800.15
A 10,0.0825,66000.15
A 10,0.0821,67200.15
A 10,0.0815,68400.15
A 10,0.0820,69600.15
A 10,0.0819,70800.15
A 10,0.0820,72000.15
A 11,0.0452,0.18
A 11,0.0455,1200.17
A 11,0.0459,2400.17
A 11,0.0450,3600.17
A 11,0.0453,4800.17
A 11,0.0457,6000.17
A 11,0.0452,7200.17
A 11,0.0446,8400.17
A 11,0.0455,9600.17
A 11,0.0447,10800.17
A 11,0.0454,12000.17
A 11,0.0462,13200.17
A 11,0.0450,14400.17
A 11,0.0444,15600.17
A 11,0.0451,16800.17
A 11,0.0449,18000.17
A 11,0.0452,19200.17
A 11,0.0440,20400.17
A 11,0.0449,21600.17
A 11,0.0448,22800.17
A 11,0.0443,24000.17
A 11,0.0435,25200.17
A 11,0.0444,26400.17
A 11,0.0441,27600.17
A 11,0.0438,28800.17
A 11,0.0435,30000.17
A 11,0.0431,31200.17
A 11,0.0436,32400.17
A 11,0.0440,33600.17
A 11,0.0437,34800.17
A 11,0.0426,36000.17
A 11,0.0418,37200.17
A 11,0.0421,38400.17
A 11,0.0425,39600.17
A 11,0.0427,40800.17
A 11,0.0422,42000.17
A 11,0.0422,43200.17
A 11,0.0422,44400.17
A 11,0.0418,45600.17
A 11,0.0415,46800.17
A 11,0.0415,48000.17
A 11,0.0395,49200.17
A 11,0.0408,50400.17
A 11,0.0401,51600.17
A 11,0.0404,52800.17
A 11,0.0403,54000.17
A 11,0.0403,55200.17
A 11,0.0389,56400.17
A 11,0.0378,57600.17
A 11,0.0382,58800.17
A 11,0.0369,60000.17
A 11,0.0358,61200.17
A 11,0.0369,62400.17
A 11,0.0372,63600.17
A 11,0.0370,64800.17
A 11,0.0368,66000.17
A 11,0.0365,67200.17
A 11,0.0361,68400.17
A 11,0.0375,69600.17
A 11,0.0378,70800.17
A 11,0.0402,72000.17
A 12,0.0444,0.20
A 12,0.0451,1200.19
A 12,0.0446,2400.19
A 12,0.0446,3600.19
A 12,0.0449,4800.19
A 12,0.0446,6000.19
A 12,0.0451,7200.19
A 12,0.0441,8400.19
A 12,0.0452,9600.19
A 12,0.0444,10800.19
A 12,0.0447,12000.19
A 12,0.0445,13200.19
A 12,0.0443,14400.19
A 12,0.0440,15600.19
A 12,0.0447,16800.19
A 12,0.0441,18000.19
A 12,0.0436,19200.19
A 12,0.0433,20400.19
A 12,0.0439,21600.19
A 12,0.0434,22800.19
A 12,0.0430,24000.19
A 12,0.0430,25200.19
A 12,0.0427,26400.19
A 12,0.0424,27600.19
A 12,0.0422,28800.19
A 12,0.0429,30000.19
A 12,0.0419,31200.19
A 12,0.0427,32400.19
A 12,0.0422,33600.19
A 12,0.0416,34800.19
A 12,0.0411,36000.19
A 12,0.0397,37200.19
A 12,0.0404,38400.19
A 12,0.0405,39600.19
A 12,0.0405,40800.19
A 12,0.0410,42000.19
A 12,0.0392,43200.19
A 12,0.0390,44400.19
A 12,0.0387,45600.19
A 12,0.0378,46800.19
A 12,0.0382,48000.19
A 12,0.0364,49200.19
A 12,0.0366,50400.19
A 12,0.0368,51600.19
A 12,0.0376,52800.19
A 12,0.0370,54000.19
A 12,0.0375,55200.19
A 12,0.0386,56400.19
A 12,0.0396,57600.19
A 12,0.0403,58800.19
A 12,0.0412,60000.19
A 12,0.0409,61200.19
A 12,0.0419,62400.19
A 12,0.0418,63600.19
A 12,0.0456,64800.19
A 12,0.0455,66000.19
A 12,0.0462,67200.19
A 12,0.0448,68400.19
A 12,0.0456,69600.19
A 12,0.0457,70800.19
A 12,0.0455,72000.19
B 1,0.0466,0.82
B 1,0.0472,1200.81
B 1,0.0468,2400.81
B 1,0.0466,3600.81
B 1,0.0469,4800.81
B 1,0.0469,6000.81
B 1,0.0465,7200.81
B 1,0.0464,8400.81
B 1,0.0463,9600.81
B 1,0.0469,10800.81
B 1,0.0476,12000.81
B 1,0.0473,13200.81
B 1,0.0469,14400.81
B 1,0.0460,15600.81
B 1,0.0466,16800.81
B 1,0.0461,18000.81
B 1,0.0471,19200.81
B 1,0.0460,20400.81
B 1,0.0462,21600.81
B 1,0.0462,22800.81
B 1,0.0465,24000.81
B 1,0.0457,25200.81
B 1,0.0462,26400.81
B 1,0.0458,27600.81
B 1,0.0458,28800.81
B 1,0.0451,30000.81
B 1,0.0454,31200.81
B 1,0.0459,32400.81
B 1,0.0454,33600.81
B 1,0.0458,34800.81
B 1,0.0453,36000.81
B 1,0.0440,37200.81
B 1,0.0449,38400.81
B 1,0.0454,39600.81
B 1,0.0445,40800.81
B 1,0.0456,42000.81
B 1,0.0444,43200.81
B 1,0.0441,44400.81
B 1,0.0446,45600.81
B 1,0.0444,46800.81
B 1,0.0436,48000.81
B 1,0.0431,49200.81
B 1,0.0438,50400.81
B 1,0.0438,51600.81
B 1,0.0427,52800.81
B 1,0.0429,54000.81
B 1,0.0434,55200.81
B 1,0.0431,56400.81
B 1,0.0417,57600.81
B 1,0.0430,58800.81
B 1,0.0415,60000.81
B 1,0.0410,61200.81
B 1,0.0409,62400.81
B 1,0.0407,63600.81
B 1,0.0402,64800.81
B 1,0.0400,66000.81
B 1,0.0397,67200.81
B 1,0.0385,68400.81
B 1,0.0388,69600.81
B 1,0.0392,70800.81
B 1,0.0394,72000.81
B 2,0.0476,0.81
B 2,0.0479,1200.80
B 2,0.0475,2400.80
B 2,0.0471,3600.80
B 2,0.0478,4800.80
B 2,0.0473,6000.80
B 2,0.0475,7200.80
B 2,0.0470,8400.80
B 2,0.0474,9600.80
B 2,0.0472,10800.80
B 2,0.0474,12000.80
B 2,0.0476,13200.80
B 2,0.0471,14400.80
B 2,0.0464,15600.80
B 2,0.0476,16800.80
B 2,0.0471,18000.80
B 2,0.0472,19200.80
B 2,0.0467,20400.80
B 2,0.0469,21600.80
B 2,0.0466,22800.80
B 2,0.0478,24000.80
B 2,0.0463,25200.80
B 2,0.0472,26400.80
B 2,0.0468,27600.80
B 2,0.0465,28800.80
B 2,0.0475,30000.80
B 2,0.0469,31200.80
B 2,0.0480,32400.80
B 2,0.0493,33600.80
B 2,0.0501,34800.80
B 2,0.0506,36000.80
B 2,0.0517,37200.80
B 2,0.0557,38400.80
B 2,0.0586,39600.80
B 2,0.0641,40800.80
B 2,0.0717,42000.80
B 2,0.0812,43200.80
B 2,0.0950,44400.80
B 2,0.1150,45600.80
B 2,0.1370,46800.80
B 2,0.1430,48000.80
B 2,0.1470,49200.80
B 2,0.1520,50400.80
B 2,0.1540,51600.80
B 2,0.1640,52800.80
B 2,0.1830,54000.80
B 2,0.1860,55200.80
B 2,0.2020,56400.80
B 2,0.2080,57600.80
B 2,0.2230,58800.80
B 2,0.2430,60000.80
B 2,0.2660,61200.80
B 2,0.2860,62400.80
B 2,0.3010,63600.80
B 2,0.3180,64800.80
B 2,0.3310,66000.80
B 2,0.3450,67200.80
B 2,0.3570,68400.80
B 2,0.3660,69600.80
B 2,0.3740,70800.80
B 2,0.3810,72000.80
B 3,0.0471,0.79
B 3,0.0472,1200.78
B 3,0.0471,2400.78
B 3,0.0464,3600.78
B 3,0.0476,4800.78
B 3,0.0475,6000.78
B 3,0.0472,7200.78
B 3,0.0465,8400.78
B 3,0.0472,9600.78
B 3,0.0470,10800.78
B 3,0.0475,12000.78
B 3,0.0475,13200.78
B 3,0.0469,14400.78
B 3,0.0464,15600.78
B 3,0.0479,16800.78
B 3,0.0471,18000.78
B 3,0.0469,19200.78
B 3,0.0462,20400.78
B 3,0.0470,21600.78
B 3,0.0473,22800.78
B 3,0.0467,24000.78
B 3,0.0466,25200.78
B 3,0.0471,26400.78
B 3,0.0467,27600.78
B 3,0.0462,28800.78
B 3,0.0461,30000.78
B 3,0.0461,31200.78
B 3,0.0467,32400.78
B 3,0.0468,33600.78
B 3,0.0469,34800.78
B 3,0.0459,36000.78
B 3,0.0459,37200.78
B 3,0.0460,38400.78
B 3,0.0467,39600.78
B 3,0.0465,40800.78
B 3,0.0472,42000.78
B 3,0.0460,43200.78
B 3,0.0457,44400.78
B 3,0.0459,45600.78
B 3,0.0463,46800.78
B 3,0.0464,48000.78
B 3,0.0452,49200.78
B 3,0.0460,50400.78
B 3,0.0450,51600.78
B 3,0.0457,52800.78
B 3,0.0462,54000.78
B 3,0.0454,55200.78
B 3,0.0458,56400.78
B 3,0.0448,57600.78
B 3,0.0458,58800.78
B 3,0.0450,60000.78
B 3,0.0446,61200.78
B 3,0.0446,62400.78
B 3,0.0450,63600.78
B 3,0.0449,64800.78
B 3,0.0443,66000.78
B 3,0.0458,67200.78
B 3,0.0440,68400.78
B 3,0.0440,69600.78
B 3,0.0441,70800.78
B 3,0.0439,72000.78
B 4,0.0478,0.77
B 4,0.0478,1200.76
B 4,0.0482,2400.76
B 4,0.0472,3600.76
B 4,0.0476,4800.76
B 4,0.0477,6000.76
B 4,0.0472,7200.76
B 4,0.0475,8400.76
B 4,0.0477,9600.76
B 4,0.0476,10800.76
B 4,0.0478,12000.76
B 4,0.0478,13200.76
B 4,0.0474,14400.76
B 4,0.0467,15600.76
B 4,0.0476,16800.76
B 4,0.0471,18000.76
B 4,0.0480,19200.76
B 4,0.0471,20400.76
B 4,0.0477,21600.76
B 4,0.0478,22800.76
B 4,0.0481,24000.76
B 4,0.0469,25200.76
B 4,0.0478,26400.76
B 4,0.0476,27600.76
B 4,0.0470,28800.76
B 4,0.0473,30000.76
B 4,0.0472,31200.76
B 4,0.0471,32400.76
B 4,0.0472,33600.76
B 4,0.0479,34800.76
B 4,0.0470,36000.76
B 4,0.0461,37200.76
B 4,0.0468,38400.76
B 4,0.0473,39600.76
B 4,0.0468,40800.76
B 4,0.0469,42000.76
B 4,0.0467,43200.76
B 4,0.0464,44400.76
B 4,0.0470,45600.76
B 4,0.0470,46800.76
B 4,0.0471,48000.76
B 4,0.0459,49200.76
B 4,0.0461,50400.76
B 4,0.0455,51600.76
B 4,0.0461,52800.76
B 4,0.0468,54000.76
B 4,0.0469,55200.76
B 4,0.0464,56400.76
B 4,0.0461,57600.76
B 4,0.0466,58800.76
B 4,0.0457,60000.76
B 4,0.0449,61200.76
B 4,0.0454,62400.76
B 4,0.0456,63600.76
B 4,0.0457,64800.76
B 4,0.0453,66000.76
B 4,0.0453,67200.76
B 4,0.0445,68400.76
B 4,0.0453,69600.76
B 4,0.0447,70800.76
B 4,0.0449,72000.76
B 5,0.0464,0.75
B 5,0.0462,1200.74
B 5,0.0462,2400.74
B 5,0.0452,3600.74
B 5,0.0455,4800.74
B 5,0.0461,6000.74
B 5,0.0455,7200.74
B 5,0.0456,8400.74
B 5,0.0469,9600.74
B 5,0.0450,10800.74
B 5,0.0466,12000.74
B 5,0.0458,13200.74
B 5,0.0461,14400.74
B 5,0.0453,15600.74
B 5,0.0460,16800.74
B 5,0.0464,18000.74
B 5,0.0462,19200.74
B 5,0.0449,20400.74
B 5,0.0459,21600.74
B 5,0.0460,22800.74
B 5,0.0465,24000.74
B 5,0.0456,25200.74
B 5,0.0455,26400.74
B 5,0.0460,27600.74
